Year,Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
2020,IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,54.58,28,63.16,48.11,71.43,58,11.13
2020,IR-E-I-1480,Thapar Institute of Engineering & Technology,Patiala,Punjab,54.45,29,65.95,47.65,65.69,54.82,17.42
2020,IR-E-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,54.39,30,61.95,34.87,77.36,56.26,42.47
2020,IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,54.17,31,70.38,36.8,67.11,64.7,21.26
2020,IR-E-U-0497,Amity University Noida,Gautam Budh Nagar,Uttar Pradesh,53.09,32,71.22,50.11,51.01,56.94,8.05
2020,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,53.01,33,78.65,24.02,62.88,62.97,33.32
2020,IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,52.38,34,74.73,29.41,68.18,64.26,10.7
2020,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,52.25,35,71.41,41.69,59.89,54.4,8.95
2020,IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,51.99,36,63.36,31.12,73.21,53.07,36.91
2020,IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,51.79,37,73.13,33.81,64.89,56.6,10.7
2020,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,51.42,38,70.07,34.81,58.75,51.57,30.48
2020,IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,51.39,39,70.58,45.83,56.57,40.89,10.7
2020,IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,51.19,40,63.85,41.64,61.65,54.75,17.42
2020,IR-E-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,50.95,41,61.27,41.96,63.57,61.06,11.55
2020,IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.07,42,66.08,25.8,65.8,75.7,17.79
2020,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,49.45,43,53.01,36.66,73.92,52.91,24.77
2020,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,49.26,44,66.01,31.1,63.81,53.47,20.25
2020,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,49.06,45,70.32,24.86,54.6,62.23,33.57
2020,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,48.66,46,61.63,35.41,62.3,51.68,19.21
2020,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,48.39,47,54.76,36.98,64.42,50.22,29.68
2020,IR-E-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,48.24,48,59.71,30.56,69,50.72,22.89
2020,IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.21,49,69.35,19.73,52.14,48.69,51.77
2020,IR-E-C-41593,College of Engineering Pune,Pune,Maharashtra,46.79,50,61.94,21.89,67.56,51.85,29.4
2020,IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.77,51,59.06,31.77,64.14,64.2,2.69
2020,IR-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,46.45,52,66.18,25.99,59.76,58.66,9.84
2020,IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,46.13,53,67.71,26.19,56.17,59.29,8.05
2020,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,45.59,54,57.49,31.2,62.46,55.13,9.84
2020,IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,45.37,55,66.34,30.98,53.14,49.19,6.18
2020,IR-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,45.03,56,55.18,29.8,67.58,41.15,18.86
2020,IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,44.97,57,71.72,29.24,40.88,53.9,11.13
2020,IR-E-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,44.7,58,70.69,28.57,44.25,54.5,6.18
2020,IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,43.74,59,65.53,13.98,62.74,55.31,18.15
2020,IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,43.71,60,68.66,18.42,54.26,62.06,5.21
2020,IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,43.69,61,66.27,20.64,54.64,59.35,7.59
2020,IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,43.55,62,59.63,17.63,63.93,57.99,17.79
2020,IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,43.13,63,64.43,32.96,44.38,47.56,2.69
2020,IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,43.11,64,59.67,18.32,59.11,51.54,27.44
2020,IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,42.17,65,52.55,28.36,64.27,47.33,3.2
2020,IR-E-U-0795,Indian Institute of Information Technology Guwahati,Guwahati,Assam,41.92,66,64.22,6.8,58.52,52.43,36.68
2020,IR-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,41.58,67,58.88,24.26,56.99,50.7,1.63
2020,IR-E-U-0080,Punjab Engineering College (Deemed To Be University),Chandigarh,Chandigarh,41.43,68,55.66,14.2,64.1,56.64,19.9
2020,IR-E-C-24004,College of Engineering(A),Visakhapatnam,Andhra Pradesh,41.36,69,65.32,10.04,63.72,54.35,5.69
2020,IR-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,41.02,70,63.06,13.29,59.79,48.3,13.2
2020,IR-E-C-33641,Veermata Jijabai Technological Institute,Mumbai,Maharashtra,40.58,71,57.29,11.04,68.16,52.93,11.55
2020,IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,40.44,72,40.82,43.55,51.63,40.27,7.59
2020,IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka,40.35,73,62.07,11.92,55.53,52.58,17.79
2020,IR-E-C-45375,Indian Institute of Food Processing Technology (IIFPT),Thanjavur,Tamil Nadu,40.24,74,70.18,5.41,53.5,58.94,9.84
2020,IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,39.98,75,57.69,21.55,48.22,55.37,10.27
2020,IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,39.97,76,49.6,22.68,62.41,44.55,13.6
2020,IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,39.93,77,57.39,18.33,52.11,56.77,11.13
2020,IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,39.68,78,69.41,18.63,41.79,48,1.1
2020,IR-E-U-0207,National Institute of Technology Jamshedpur,Jamshedpur,Jharkhand,39.44,79,56.64,12.85,64.87,45.15,11.13
2020,IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.4,80,56.5,20.5,50.75,54.83,6.65
2020,IR-E-U-0286,Indian Institute of Information Technology Design & Manufacturing Jabalpur,Jabalpur,Madhya Pradesh,39.29,81,45.42,30.89,59.4,43.47,1.63
2020,IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,39.24,82,63.11,11.35,54.41,45.37,14.79
2020,IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,38.83,83,62.69,4.26,63.05,48.54,12.79
2020,IR-E-U-0747,Chandigarh University,Mohali,Punjab,38.82,84,64.38,4.74,51.98,74.73,2.16
2020,IR-E-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,38.68,85,59.37,10.39,55.58,49.98,16.31
2020,IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,38.61,86,46.4,32.31,49.33,47.61,3.71
2020,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,38.44,87,58.12,15.2,48.55,65.11,2.16
2020,IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,38.43,88,60.88,4.28,65.2,53.66,4.72
2020,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,38.32,89,58.7,12.89,48,58.38,14
2020,IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,38.24,90,64.87,6.88,45.81,48.63,26.86
2020,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,38.23,91,60.33,13.44,54.58,50.17,1.63
2020,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,38.21,92,52.49,16.6,59.09,43.42,13.2
2020,IR-E-C-30045,C.V. Raman Global University ,Bhubaneswar,Odisha,37.94,93,59.49,5.07,58.7,57.65,10.7
2020,IR-E-U-0733,PES University,Bengaluru,Karnataka,37.94,93,57.56,12.2,55.31,49.22,10.27
2020,IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,37.86,95,57.7,24.09,36.36,59.88,0.55
2020,IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,37.8,96,50.85,19.39,53.38,50.64,9.84
2020,IR-E-C-18154,University College of Engineering,Kakinada,Andhra Pradesh,37.77,97,58.25,10.41,59.54,50.97,1.63
2020,IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,37.73,98,45.32,22.62,60.94,45.84,5.69
2020,IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.71,99,54.62,3.35,65.4,66.06,6.18
2020,IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,37.6,100,45.99,17.51,62.35,53.2,7.59
2021,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,90.19,1,95.47,96.43,81.92,62.44,100
2021,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,88.96,2,91.76,95.82,80.97,66.39,98.63
2021,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,85.16,3,89.32,92.56,79.71,53.68,92.88
2021,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,83.22,4,86.71,83.13,89.79,55.96,87.05
2021,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,82.03,5,80.51,88.59,83.01,58.46,88.5
2021,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,78.08,6,79.28,78.13,90.74,63.36,63.59
2021,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,73.84,7,79.25,70.32,84.63,59.83,60.58
2021,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,68.69,8,82.6,56.9,72.54,56.58,66.7
2021,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,66.08,9,70,54.63,78.13,61.35,69.32
2021,IR-E-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,64.19,10,73.15,50.17,78.62,64.54,50.18
2021,IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,64.07,11,69.29,65.53,73.12,54.62,35.36
2021,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,63.68,12,61.41,69.7,67.01,59.84,49.73
2021,IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,62.56,13,76.22,55.89,71.57,55.76,30.29
2021,IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,62.1,14,67.4,51.62,79.07,55.8,49.96
2021,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,60.31,15,75.45,54.62,72.56,45.67,21.98
2021,IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,59.67,16,69.63,59.01,59.56,56.68,35.04
2021,IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,59.19,17,54.82,60.61,76.88,43,48.82
2021,IR-E-U-0439,Anna University,Chennai,Tamil Nadu,58.31,18,66.29,50.06,58.6,50.87,65.95
2021,IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,58.09,19,81.35,34.08,69.1,62.78,33.74
2021,IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,58.02,20,62.21,56.58,72.53,50.72,28.08
2021,IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,57.38,21,76.49,44.92,63.77,53.22,28.83
2021,IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,56.86,22,82.1,35.05,57.31,62.64,39.87
2021,IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,56.76,23,67.88,39.6,74.47,55.52,40.72
2021,IR-E-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,56.76,23,64.89,51.54,68.52,56.05,25.35
2021,IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,56.48,25,68,34.63,77.94,63.52,37.53
2021,IR-E-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,56.35,26,62.96,39.96,79.57,55.73,39.87
2021,IR-E-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,56.2,27,66.13,47.54,64.47,49.7,42.36
2021,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,55.71,28,75.09,37.81,66.44,55.62,29.93
2021,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,55.48,29,69.23,42.64,68.37,56.43,26.15
2021,IR-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,54.94,30,66.19,46.05,70.66,53.53,17.84
2021,IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,54.87,31,68.46,57.24,52.38,56.94,9.87
2021,IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,54.77,32,75.76,34.28,70.16,65.14,12.15
2021,IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,54.46,33,60.27,50,72.96,54.71,13.24
2021,IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,54.17,34,60.31,50.91,67.01,60.9,13.24
2021,IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,54,35,71.79,50.09,56.66,40.38,20.65
2021,IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,53.96,36,66.23,31.79,73.63,58.61,39.59
2021,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,53.95,37,70.69,43.21,62.04,57.79,15.86
2021,IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,53.22,38,71.47,37.62,67.55,57.06,12.7
2021,IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,53.12,39,69.99,29.98,70.72,76.68,13.24
2021,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,52.85,40,77.49,23.18,61.09,65.27,39.01
2021,IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,52.58,41,65.95,35.39,69.05,61.66,21.98
2021,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,51.9,42,64.23,34.07,73.63,54.84,21.98
2021,IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,51.56,43,76.38,28.07,62.59,63.34,13.78
2021,IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,50.59,44,62.2,40.64,62.01,53.66,19.73
2021,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,50.2,45,66.95,34.56,61.71,53.48,20.65
2021,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,50.06,46,68.2,34.19,58.24,50.41,26.54
2021,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,49.99,47,64.14,34.39,65.08,56.74,17.35
2021,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,49.57,48,63.11,40.36,61.95,52.73,8.68
2021,IR-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,49.01,49,67.97,27.72,60.78,63.12,18.32
2021,IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,48.49,50,71.09,38.38,48.62,55.06,4.23
2021,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,48.17,51,70.14,28.99,50.15,62.03,21.98
2021,IR-E-C-41593,"College of Engineering, Pune",Pune,Maharashtra,48.12,52,64.83,22.39,67.83,54.17,29.57
2021,IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.91,53,68.57,23.58,48.35,48.89,57.14
2021,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47.12,54,50.76,33.07,71.08,51.44,26.15
2021,IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.65,55,59.83,41.05,45.39,63.17,9.87
2021,IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,46.57,56,64.24,24.41,60.42,65.23,13.78
2021,IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,45.63,57,70.27,31.03,47.84,49.93,6.83
2021,IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,45.52,58,67.03,33.73,52.16,45.71,2.87
2021,IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,45.37,59,67.63,24.12,55.3,64.22,3.56
2021,IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,45.02,60,55.71,28.88,63.97,58.59,9.87
2021,IR-E-U-0747,Chandigarh University,Mohali,Punjab,45.01,61,68.9,17.05,46.81,76.33,22.42
2021,IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,44.95,62,72.29,27.99,41.03,53.8,12.7
2021,IR-E-U-0105,"Indraprastha Institute of Information Technology, Delhi",New Delhi,Delhi,44.85,63,54.79,31.79,68.04,39.39,13.24
2021,IR-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,44.83,64,60.57,28.98,59.26,58.32,2.87
2021,IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,43.74,65,66.25,16.84,60.05,53.7,14.31
2021,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,43.69,66,62.69,25.97,45.82,64.46,14.83
2021,IR-E-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,43.64,67,59.29,14.29,67.27,74.92,6.19
2021,IR-E-U-0147,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat,43.17,68,70.06,23.25,53.33,42.09,2.87
2021,IR-E-U-0197,National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir,42.63,69,65.87,14.29,57.85,63.89,6.19
2021,IR-E-U-0080,"Punjab Engineering College (Deemed to be University), Chandigarh",Chandigarh,Chandigarh,42.62,70,55.98,15.24,65.57,55.41,26.15
2021,IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,42.58,71,56.11,18.65,60.91,50.99,28.83
2021,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,42.06,72,54.45,24.3,61.87,50.77,9.87
2021,IR-E-U-0795,Indian Institute of Information Technology Guwahati,Guwahati,Assam,41.98,73,64.87,9.13,56.91,53.01,31.01
2021,IR-E-C-24004,College of Engineering (A),Visakhapatnam,Andhra Pradesh,41.92,74,64.45,9.77,69.23,53.92,4.23
2021,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,41.83,75,64.78,13.64,49.07,60.45,24.53
2021,IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,41.64,76,58.9,10.89,63.64,60.93,18.8
2021,IR-E-C-1269,R.V. College of Engineering,Bengaluru,Karnataka,41.52,77,63.87,14.45,57.01,50.3,15.86
2021,IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,41.29,78,62.23,10.86,63.26,49.71,17.35
2021,IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,41.22,79,69.07,20.55,47.85,45.49,2.17
2021,IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,41.17,80,46.17,29.61,61.76,54.06,6.83
2021,IR-E-C-45375,Indian Institute of Food Processing Technology (IIFPT),Thanjavur,Tamil Nadu,41.13,81,71.85,7.98,52.14,57.56,9.87
2021,IR-E-C-33641,"Veermata Jijabai Technological Institute,  (VJTI, Mumbai)",Mumbai,Maharashtra,41.07,82,60.34,11.62,66.02,53.6,9.28
2021,IR-E-U-0733,PES University,Bengaluru,Karnataka,41.06,83,62.28,13.35,60.53,49.36,13.24
2021,IR-E-U-0749,Manipal University Jaipur,Jaipur,Rajasthan,40.63,84,65.35,16.65,50.79,58.72,0
2021,IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,40.6,85,56.69,21.42,53.53,57.08,7.45
2021,IR-E-U-0207,"National Institute of Technology, Jamshedpur",Jamshedpur,Jharkhand,40.53,86,56.45,15.62,67.65,45.74,8.07
2021,IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh,40.28,87,46.57,15.7,72.28,51.74,19.73
2021,IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,40.22,88,47.14,22.25,65.82,44.23,18.32
2021,IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,40.16,89,39.71,42.62,48.4,43.12,14.83
2021,IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,39.92,90,61.76,15.76,52.48,45.71,15.86
2021,IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,39.87,91,57.92,20.29,51.01,57.05,4.9
2021,IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,39.86,92,56.96,21.82,48.87,57.71,6.83
2021,IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,39.84,93,55.8,28.48,38.53,63.61,4.9
2021,IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,39.82,94,53.07,23.11,56.79,49.3,6.83
2021,IR-E-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,39.4,95,63.85,10.25,53.4,50.16,14.83
2021,IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,39.39,96,60.35,3.01,62.73,71.58,6.83
2021,IR-E-U-0163,The Northcap University,Gurugram,Haryana,39.23,97,60.36,12.71,56.83,51.32,8.07
2021,IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka,39.13,98,59.62,12.33,54.1,51.93,15.35
2021,IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,39.09,99,50.19,21.92,58.2,46.54,11.59
2021,IR-E-C-30045,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,38.94,100,62.09,5.58,58.89,57.55,11.02
2022,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,90.04,1,94.62,97.66,80.42,62.85,100
2022,IR-E-I-1074,"Indian Institute of Technology, Delhi",New Delhi,Delhi,88.12,2,86.95,96,83.43,68.56,96.92
2022,IR-E-U-0306,"Indian Institute of Technology, Bombay",Mumbai,Maharashtra,83.96,3,87.53,90.82,79.18,57.36,88.7
2022,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,82.56,4,87.95,79.98,89.71,59.47,83.01
2022,IR-E-U-0573,"Indian Institute of Technology, Kharagpur",Kharagpur,West Bengal,78.89,5,79.21,84.61,80.91,53.09,82.63
2022,IR-E-U-0560,"Indian Institute of Technology, Roorkee",Roorkee,Uttarakhand,76.7,6,75.98,78.1,90.12,63.09,61.36
2022,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,72.98,7,75.89,72.89,84.64,56.9,57.15
2022,IR-E-U-0467,"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,69.17,8,76.39,58.43,79.16,64.49,64.38
2022,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,68.03,9,80.32,59.89,72.39,54.85,59.96
2022,IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal ",Surathkal,Karnataka,66.04,10,72.87,56.42,77.69,63.89,53.24
2022,IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,65.68,11,71.38,64.41,78.11,52.33,40.97
2022,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,65.53,12,62.53,73.3,69.44,59.27,49.6
2022,IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,63.51,13,62.62,57.25,81.72,56.06,55.89
2022,IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,63.5,14,68.7,65.38,71.17,54.34,36.23
2022,IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,62.36,15,73.39,59.44,71.8,57.08,24.43
2022,IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,61.68,16,76.28,56.75,70.39,52.48,24.43
2022,IR-E-U-0439,Anna University,Chennai,Tamil Nadu,61.41,17,64.33,64.59,57.8,48.88,62.83
2022,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,61.4,18,76.45,56.99,69.53,54.58,19.95
2022,IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,60.92,19,68.97,58.64,61.39,61.77,41.78
2022,IR-E-U-0184,"Indian Institute of Technology, Mandi",Mandi,Himachal Pradesh,60.43,20,75.76,44.05,77.55,67.16,22.57
2022,IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,60,21,73.99,45.7,75.12,54.91,35.77
2022,IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,59.16,22,81.06,38.78,68.75,63.67,30.87
2022,IR-E-U-0139,"Indian Institute of Technology, Gandhinagar",Gandhinagar,Gujarat,58.27,23,80.19,39.08,64.63,60.47,35.07
2022,IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,58.02,24,61.21,59.2,67.16,61.76,22.89
2022,IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,57.73,25,69.95,62.18,55.67,57.33,12.19
2022,IR-E-U-0108,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,57.51,26,59.53,57.45,73.54,60.95,16.07
2022,IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,57.48,27,75.94,40.02,68.72,69.54,19.95
2022,IR-E-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,57.18,28,59.52,56.97,71.19,54.56,25.33
2022,IR-E-U-0391,Birla Institute of Technology & Science - Pilani,Pilani,Rajasthan,56.9,29,60.84,46.29,78.27,54.2,36.91
2022,IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,56.7,30,78.42,34.92,74.41,66.44,11.78
2022,IR-E-U-0263,"National Institute of Technology, Calicut",Kozhikode,Kerala,56.66,31,67.13,36.3,76.86,63.72,38.88
2022,IR-E-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,Maharashtra,56.62,32,66.38,48.85,75.64,53.15,16.07
